Account ID,Company Name,Listed,Ticker,ISIN,HQ Country,GICS Sector,Accounting Year End, Reported Scope 1 (tCO2e) , Estimated Scope 1 (tCO2e) ,Scope 1 source,Scope 1 quality flag, Reported market-based Scope 2 (tCO2e) , Note , Reported location-based Scope 2 (tCO2e) , Estimated location-based Scope 2 (tCO2e) ,Location-based Scope 2 source,Location-based Scope 2 quality flag,Scope 2 company comments,GHG revenue intensity (tCO2e/mmUSD),Scope 2 figure used for intensity,amplification.wordsindex,DeAmplification.wordsindex,HE_negativeindex,HE_positiveindex,angerindex,anticipationindex,disgustindex,fearindex,joyindex,sadnessindex,surpriseindex,trustindex,LMnegativeindex,LMpositiveindex,LMuncertaintyindex,BasicNegativeWordsindex,PositivePolarisedindex,NegativePolarisedindex,PowerWordsindex,PrudentialNegativeindex,PrudentialPositiveindex,PrudentialTopNegativeindex,Strategyindex,Financial.termsindex,Regulationindex,Technologyindex,Healthcareindex,Environmentindex,Socialindex,Governanceindex,ESGindex,LMuncertaintyindex,Regulationindex,Environmentindex,Socialindex,Governanceindex,ESGindex,ISIN lower,2016vol,2017vol,2018vol,2019vol,VolFactor,Carbon Emission  (tCO2e/mmUSD)
49780,Sonda SA,Yes,SONDA CI,CL0000001934,Chile,Information Technology,31/12/2016,," 2,500 ",Estimated: Gamma GLM,5,, NA ,," 6,800 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,7.70,Location-based,101,0,93,177,60,108,113,103,109,175,155,116,99,108,96,95,78,95,97,56,496,0,0,127,89,169,83,0,0,99,40,0.14,0.14,0.25,0.10,0.24,0.26,cl0000001934,0.0170259,0.016683352,0.015648067,0.014418034,0.450877193,7.6990579
17286,Sociedad Quimica y Minera de Chile SA,Yes,SQM/B CI,CLP8716X1082,Chile,Materials,31/12/2016,," 220,000 ",Estimated: Carried Forwards,5,, NA ,," 440,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4,,340.33,Location-based,103,44,58,105,84,103,75,81,94,96,73,96,124,91,144,90,85,90,93,39,21,0,0,94,158,45,0,0,367,88,142,0.02,0.16,0.01,0.11,0.07,0.31,clp8716x1082,0.02128257,0.019809391,0.021295415,0.020296137,0.215037594,340.3254749
12335,Mobi Antenna Technologies (Shenzhen) Co. Ltd,No,,,China,Information Technology,31/12/2016, 263.80 ,,Reported: CDP (Not Reviewed),,, NA ," 4,424.45 ",,Reported: CDP (Not Reviewed),,,19.01,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,19.00678699
12374,Morrison Utility Services,No,,,China,Industrials,31/03/2016," 29,351.11 ",,Reported: CDP (Not Reviewed),,, NA , 880.15 ,,Reported: CDP (Not Reviewed),,,33.72,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,33.72181182
12522,Mott MacDonald Ltd,No,,,China,Industrials,31/12/2016," 1,040.00 ",,Reported: CDP (Not Reviewed),,, NA ," 10,769.00 ",,Reported: CDP (Not Reviewed),,,6.61,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,6.612956624
13074,NEW SPACE PROC.E SISTEMAS LTDA,No,,,China,Industrials,31/12/2016, 19.03 ,,Reported: CDP (Not Reviewed),,, NA , 294.37 ,,Reported: CDP (Not Reviewed),,,6.91,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,6.914874221
13532,Novelis Inc.,No,,,China,Materials,31/03/2017," 1,074,282.00 ",,Reported: CDP (Not Reviewed),,, NA ," 899,621.00 ",,Reported: CDP (Not Reviewed),,,205.81,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,205.8078407
41037,"YanTat Printed Circuit (Shenzhen) Co., Ltd",No,,,China,Information Technology,31/12/2016, 109.87 ,,Reported: CDP (Not Reviewed),,, NA ," 45,973.76 ",,Reported: CDP (Not Reviewed),,,26.82,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,26.82224321
41515,Times Microwave Systems,No,,,China,Industrials,31/12/2016, 11.40 ,,Reported: CDP (Not Reviewed),,, NA , 994.90 ,,Reported: CDP (Not Reviewed),,,44.29,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,44.28552568
52961,BETTER BOX COMMUNICATIONS,No,,,China,Information Technology,31/12/2016, 10.22 ,,Reported: CDP (Not Reviewed),,, NA , 16.03 ,,Reported: CDP (Not Reviewed),,,7.16,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,7.16446993
52963,ACSN LIMITED,No,,,China,Information Technology,30/06/2017, -   ,,Reported: CDP (Not Reviewed),,, NA , 15.80 ,,Reported: CDP (Not Reviewed),,CO2e has increased due to growth of company e.g. expanded office space and additional employees.,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,539.2810767
52966,ACTIVA CONTRACTS,No,,,China,Consumer Discretionary,31/12/2015, 83.26 ,,Reported: CDP (Not Reviewed),,,  , 26.80 ,,Reported: CDP (Not Reviewed),,,74.18,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,74.18441628
52969,GLOBAL MARINE SYSTEMS LTD,No,,,China,Industrials,31/12/2016," 39,915.13 ",,Reported: CDP (Not Reviewed),,, NA , 141.13 ,,Reported: CDP (Not Reviewed),,,247.47,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,247.4686156
52977,TECHSAP ASP SDN BHD,No,,,China,Information Technology,30/06/2017, 9.30 ,,Reported: CDP (Not Reviewed),,, NA , 13.10 ,,Reported: CDP (Not Reviewed),,,5.93,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,5.933704337
56082,SHRIRAM RAYONS,No,,,China,Consumer Discretionary,31/03/2017," 41,744.00 ",,Reported: CDP (Not Reviewed),,, NA ," 26,491.00 ",,Reported: CDP (Not Reviewed),,,1307.94,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,1307.936188
56123,DONLIM,No,,,China,Industrials,31/12/2016, 927.00 ,,Reported: CDP (Not Reviewed),,, NA ," 102,331.00 ",,Reported: CDP (Not Reviewed),,,110.17,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,110.1739589
56158,SCIENTIFIC MOLDING CORPORATION,No,,,China,Health Care,31/12/2016, 761.80 ,,Reported: CDP (Not Reviewed),,, NA ," 17,639.40 ",,Reported: CDP (Not Reviewed),,"For the 2015 emissions calculation conversions provided by electricity suppliers were used. For 2016 it was those in the GHG Protocol tool. This resulted in a significantly greater figure for 2016 for a similar consumption (32,210 for 2015 versus 34,342 MWH for 2016). The tool will be used in the future.",78.00,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,78.00423908
56260,ASOCIAR LLC,No,,,China,Information Technology,31/12/2016, 15.00 ,,Reported: CDP (Not Reviewed),,, NA , 11.00 ,,Reported: CDP (Not Reviewed),,,3.94,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,3.939393939
56294,T&W,No,,,China,Information Technology,31/12/2016," 7,722.25 ",,Reported: CDP (Not Reviewed),,, NA ," 46,640.69 ",,Reported: CDP (Not Reviewed),,"Shenzhen Gongjin Electronics Co., Ltd:21643.63(2015 Regional power emission factor:0.8959);Taicang T&W Electronics Co., Ltd. and Shanghai Gongjin Telecom Technology Co., Ltd.:24997.06(2015 Regional power emission factor:0.8112).",56.56,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,56.55525598
56578,MARINDUSTRIAS SA DE CV,No,,,China,Consumer Staples,31/12/2016," 11,843.50 ",,Reported: CDP (Not Reviewed),,, NA ," 5,551.59 ",,Reported: CDP (Not Reviewed),,,107.32,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,107.3227506
56584,Hilasal Mexicana SAB de CV,No,,,China,Consumer Discretionary,31/12/2016," 7,756.06 ",,Reported: CDP (Not Reviewed),,, NA ," 8,652.62 ",,Reported: CDP (Not Reviewed),,,883.55,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,883.5512318
57240,DARE FOODS LIMITED,No,,,China,Consumer Staples,31/12/2016," 3,249.64 ",,Reported: CDP (Not Reviewed),,, NA , 322.74 ,,Reported: CDP (Not Reviewed),,,54.36,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,54.3564191
57255,Sensory Effects,No,,,China,Consumer Staples,31/12/2016," 3,827.00 ",,Reported: CDP (Not Reviewed),,, NA ," 5,195.00 ",,Reported: CDP (Not Reviewed),,,273.39,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,273.3939394
57325,SHANDONG SAINT ELECTRONICS,No,,,China,Information Technology,31/12/2016," 2,000.00 ",,Reported: CDP (Not Reviewed),," 3,000.00 ",  ," 12,000.00 ",,Reported: CDP (Not Reviewed),,,5.67,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,5.672407143
61660,"Toyota Transportation Co., Ltd.",No,,,China,Industrials,31/03/2017," 316,546.00 ",,Reported: CDP (Not Reviewed),," 2,445.00 ",  ,,,,,,514.29,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,514.29083
62033,RICEGROWERS COOP MILLS LTD,No,,,China,Consumer Staples,30/06/2016," 10,385.00 ",,Reported: CDP (Not Reviewed),,, NA ," 58,076.00 ",,Reported: CDP (Not Reviewed),,,73.38,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,73.38183939
62360,OAK HARBOR FRT LINES INC,No,,,China,Industrials,31/07/2016," 75,949.00 ",,Reported: CDP (Not Reviewed),,, NA ," 75,949.00 ",,Reported: CDP (Not Reviewed),,,10.13,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,10.12653333
3252,China Vanke,Yes,000002 CH,CNE0000000T2,China,Real Estate,31/12/2016," 2,684.00 ",,Reported: CDP (Reviewed),7,, NA ," 25,586.00 ",,Reported: CDP (Reviewed),7,,0.82,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne0000000t2,,0.023581622,0.026719705,0.019502182,0.240100251,0.820086343
58299,Shenwan Hongyuan Group,Yes,000166 CH,CNE100001T98,China,Financials,31/12/2016,," 2,900 ",Estimated: Gamma GLM,5,, NA ,," 18,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,6.58,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne100001t98,,,,,0,6.582594235
49522,Midea Group Co Ltd,Yes,000333 CH,CNE100001QQ5,China,Consumer Discretionary,31/12/2016,," 320,000 ",Estimated: Gamma GLM,5,, NA ,," 560,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,36.81,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne100001qq5,0.022158493,0.018427859,0.022947004,0.02241104,0.160902256,36.8077323
21582,Tongling Nonferrous Metals-A,Yes,000630 CH,CNE000000529,China,Materials,31/12/2016,," 12,000,000 ",Estimated: Gamma GLM,3,, NA ,," 7,000,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4,,1459.53,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne000000529,0.024902412,0.015362956,0.014846128,0.022125476,0.167418546,1459.527681
7706,Gree Electric Appliances,Yes,000651 CH,CNE0000001D4,China,Consumer Discretionary,31/12/2016,," 190,000 ",Estimated: Gamma GLM,5,, NA ,," 520,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,43.38,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne0000001d4,0.018671967,0.017431973,0.022887828,0.015937522,0.388471178,43.3818538
1688,Bengang Steel Plates Co. Ltd.,Yes,000761 CH,CNE000000TX8,China,Materials,31/12/2016,," 1,500,000 ",Estimated: Gamma GLM,3,, NA ,," 1,500,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4,,678.11,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne000000tx8,0.029695844,0.023367659,0.0209656,0.018203262,0.286716792,678.1132178
37066,GF Securities,Yes,000776 CH,CNE0000008L2,China,Financials,31/12/2016,," 2,600 ",Estimated: Gamma GLM,5,, NA ,," 25,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,6.77,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne0000008l2,0.024450279,0.012731926,0.018285613,0.03264522,0.04235589,6.767807794
21568,Henan Shen Huo Coal,Yes,000933 CH,CNE000001097,China,Materials,31/12/2016,," 2,500,000 ","Estimated: Gamma GLM, Coal Extraction",6,, NA ,," 780,000 ","Estimated: Gamma GLM, Coal Extraction",6,,1312.71,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne000001097,0.031176598,0.031686494,0.032065453,0.029415184,0.063909774,1312.708863
56250,"Jiangxi Black Cat Carbon Black Co., Ltd.",Yes,002068 CH,,China,Materials,31/12/2016," 60,510.63 ",,Reported: CDP (Not Reviewed),,, NA ," 34,762.71 ",,Reported: CDP (Not Reviewed),,,145.42,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,145.4177389
21970,China Communications Services Corporation Ltd,Yes,002148 CH,CNE100000676,China,Telecommunication Services,31/12/2016,, 480 ,Estimated: Gamma GLM,5,, NA ,," 5,400 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,100.68,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne100000676,0.032510997,0.028761399,0.032037784,0.033669474,0.036090226,100.6849315
49520,GoerTek Inc,Yes,002241 CH,,China,Information Technology,31/12/2016," 12,569.00 ",,Reported: CDP (Not Reviewed),," 223,590.00 ",  , -   ,,Reported: CDP (Not Reviewed),,,81.81,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,81.81244998
38090,BEAUTY STAR,Yes,002243 CH,,China,Industrials,31/12/2016," 1,073.90 ",,Reported: CDP (Not Reviewed),,, NA ," 67,644.80 ",,Reported: CDP (Not Reviewed),,Shenzhen base: 13950.69Guangzhou base: 30777.27Suzhou base: 22037.2913950.69+30777.27+22037.29=67644.80,438.48,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,438.48073
59871,Guangdong Haid Group Co Ltd,Yes,002311 CH,CNE100000HP8,China,Consumer Staples,31/12/2016,," 430,000 ",Estimated: Gamma GLM,4,, NA ,," 210,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,156.53,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne100000hp8,0.023793476,0.016783375,0.020429986,0.017865215,0.301002506,156.5289701
51312,Luxshare Precision Industry,Yes,002475 CH,,China,Information Technology,31/12/2016, 125.82 ,,Reported: CDP (Not Reviewed),," 11,253.18 ",  ," 11,253.18 ",,Reported: CDP (Not Reviewed),,,36.58,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,36.58185612
8248,Hengan Intl Group,Yes,1044 HK,KYG4402L1510,China,Consumer Staples,31/12/2016,," 610,000 ",Estimated: Gamma GLM,5,, NA ,," 540,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,396.15,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kyg4402l1510,,,,,0,396.1501099
59868,Chongqing Iron & Steel Co Ltd,Yes,1053 HK,CNE1000002W0,China,Materials,31/12/2016,," 2,600,000 ","Estimated: Iron & Steel Mills, Gas Generation, Gamma GLM",6,, NA ,," 77,000 ","Estimated: Iron & Steel Mills, Gas Generation, Gamma GLM",6,,4073.96,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne1000002w0,0.040623028,0.039382173,0.023884634,0.023721264,0.13283208,4073.961345
31520,Shandong Weigao Group Medical Polymer Co. Ltd,Yes,1066 HK,CNE100000171,China,Health Care,31/12/2016,," 5,900 ",Estimated: Gamma GLM,5,, NA ,," 33,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,38.38,Location-based,50,14,66,107,68,97,75,121,78,73,69,146,107,70,45,55,80,55,137,75,93,51,0,96,99,28,311,0,77,83,56,0.31,0.30,0.13,0.12,0.20,0.19,cne100000171,0.018326217,0.017268002,0.026781494,0.024489531,0.122556391,38.38146639
8620,Huadian Power International Corporation Limited,Yes,1071 HK,CNE1000003D8,China,Utilities,31/12/2016,," 170,000,000 ","Estimated: Coal Generation, Gas Generation, Gamma GLM",6,, NA ,," 59,000 ","Estimated: Gamma GLM, Coal Generation, Gas Generation",6,,17971.87,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne1000003d8,0.021108876,0.012871128,0.021994325,0.017301599,0.324310777,17971.87004
3249,China Shenhua Energy,Yes,1088 HK,CNE1000002R0,China,Energy,31/12/2016,," 280,000,000 ","Estimated: Coal Generation, Coal Extraction, Gas Generation, Gamma GLM",6,, NA ,," 5,500,000 ","Estimated: Coal Extraction, Gamma GLM, Coal Generation, Gas Generation",6,,10352.94,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne1000002r0,0.023269678,0.018196841,0.022302558,0.016100505,0.378195489,10352.94288
53560,CSPC Pharmaceutical Group Ltd.,Yes,1093 HK,HK1093012172,China,Health Care,31/12/2016,," 25,000 ",Estimated: Gamma GLM,5,, NA ,," 48,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,45.81,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,hk1093012172,0.018292312,0.017913662,0.030162117,0.03318008,0.038596491,45.8122576
23049,Sinopharm Group,Yes,1099 HK,CNE100000FN7,China,Health Care,31/12/2016,," 480,000 ",Estimated: Gamma GLM,5,, NA ,," 460,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,24.16,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne100000fn7,0.019724934,0.012891431,0.020342552,0.022005408,0.170426065,24.15828301
29824,Haier Electronics Group Co Ltd,Yes,1169 HK,BMG423131256,China,Consumer Discretionary,31/12/2016,," 250,000 ",Estimated: Gamma GLM,5,, NA ,," 130,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,39.52,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,bmg423131256,,,,,0,39.5184161
20886,Yanzhou Coal Mining,Yes,1171 HK,CNE1000004Q8,China,Energy,31/12/2016,," 11,000,000 ","Estimated: Coal Extraction, Gamma GLM, Coal Generation",6,, NA ,," 1,300,000 ","Estimated: Coal Extraction, Gamma GLM, Coal Generation",6,,2454.88,Location-based,33,27,92,110,127,144,36,89,113,45,102,130,59,146,37,124,107,124,124,59,115,98,42,123,191,81,0,375,74,106,194,0.32,0.05,0.13,0.09,0.04,0.25,cne1000004q8,0.027192402,0.021952522,0.035558483,0.02200007,0.170676692,2454.884022
49710,People's Insurance Co Group of China Ltd,Yes,1339 HK,CNE100001MK7,China,Financials,31/12/2016,," 33,000 ",Estimated: Gamma GLM,5,, NA ,," 200,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,3.49,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne100001mk7,,,,,0,3.490162983
50271,China Cinda Asset Management,Yes,1359 HK,CNE100001QS1,China,Financials,31/12/2016,," 6,200 ",Estimated: Gamma GLM,4,, NA ,," 45,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,3.82,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne100001qs1,0.014905984,0.01491291,0.016925387,0.020196039,0.218546366,3.815838113
68361,HengTen Networks,Yes,136 HK,,China,Consumer Discretionary,31/12/2016,, 150 ,Estimated: Gamma GLM,5,, NA ,, 120 ,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,15.82,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,15.8172232
9039,Industrial And Commercial Bank Of China Limited,Yes,1398 HK,CNE1000003G1,China,Financials,31/12/2016, 2.88 ,,Reported: Company Filings (Reviewed),7,, NA ,," 1,500,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,10.16,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,cne1000003g1,0.01464802,0.013065179,0.015508972,0.012142271,0.540350877,10.15940536
3227,China Merchants Port Holdings Co Ltd,Yes,144 HK,HK0144000764,China,Industrials,31/12/2016,," 84,000 ",Estimated: Gamma GLM,4,, NA ,," 68,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,147.93,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,hk0144000764,0.018871759,0.01424855,0.015392015,0.011253187,0.570426065,147.9289941
21395,Want Want China Holdings Ltd.,Yes,151 HK,KYG9431R1039,China,Consumer Staples,31/12/2016,," 180,000 ",Estimated: Gamma GLM,3,, NA ,," 240,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4,,141.50,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,kyg9431r1039,,,,,0,141.5041895
64083,3Sbio,Yes,1530 HK,,China,Health Care,31/12/2016,," 6,600 ",Estimated: Gamma GLM,5,, NA ,," 13,000 ",Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5,,46.53,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0,46.52929446
